Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Receiving (ms),2368.51,1248.35,3527.17,151584.70,1391.48,1582.58,1785.40,2039.54,2351.78,2623.36,3084.73,3151.40,3447.35,491.23
HTTP Sending (ms),1.27,0.14,14.88,81.02,0.16,0.18,0.19,0.20,0.99,1.89,2.04,2.19,6.93,1.92
HTTP Total Time (ms),5143.92,1543.95,7628.52,329210.70,1749.22,2109.51,2561.81,4539.19,5669.79,6179.64,6686.43,6905.88,7284.72,1519.96
HTTP Waiting (TTFB) (ms),2773.18,238.98,4946.95,177483.79,272.30,291.99,292.15,2194.40,3412.67,3650.09,3993.47,4335.80,4887.76,1428.85
Input Sequence Length (tokens),61.52,28.00,129.00,3937.00,29.26,34.45,38.60,45.75,59.00,70.00,91.60,101.10,118.92,20.70
Inter Chunk Latency (ms),62.38,16.76,155.56,151582.87,18.70,45.64,47.84,48.56,49.77,54.49,108.86,112.23,125.54,27.04
Inter Token Latency (ms),9.29,4.90,13.83,594.44,5.46,6.21,7.00,8.00,9.22,10.29,12.10,12.36,13.52,1.93
Output Sequence Length (tokens),256.00,256.00,256.00,16384.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),112.78,72.30,204.28,7218.23,73.99,80.92,82.67,97.21,108.43,125.05,142.83,161.14,184.46,25.71
Prefill Throughput Per User (tokens/sec/user),59.19,6.05,360.07,3788.00,7.66,9.54,11.08,13.85,20.57,36.16,200.55,224.19,285.07,81.30
Reasoning Token Count (tokens),256.00,256.00,256.00,16384.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),5143.10,1542.74,7614.18,329158.68,1748.01,2108.19,2560.52,4537.98,5669.17,6179.72,6685.49,6904.64,7279.47,1520.01
Time to First Token (ms),2774.62,241.18,4962.06,177575.81,274.38,294.08,294.39,2196.59,3412.99,3650.44,3993.75,4337.59,4895.01,1428.61
Time to Second Token (ms),65.99,47.14,120.33,4223.50,47.60,48.15,48.22,48.34,49.69,103.29,108.83,111.13,117.36,26.78
Tokens In Flight (tokens),3086.15,0.00,4497.78,,,,,,3308.35,,4016.33,4151.92,4336.49,919.59

Metric,Value
Benchmark Duration (sec),12.76
Input Token Throughput (tokens/sec),308.39
Output Token Throughput (tokens/sec),1283.39
Request Count,64.00
Request Throughput (requests/sec),5.01
Total Input Sequence Length (tokens),3937.00
Total Output Sequence Length (tokens),16384.00
Total Reasoning Tokens (tokens),16384.00
Total Token Throughput (tokens/sec),1591.78
