Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Data Sent (KB),0.37,0.24,0.59,3.75,0.24,0.24,0.25,0.31,0.34,0.41,0.54,0.57,0.59,0.11
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),758.75,560.96,912.51,7587.50,569.90,605.67,650.38,686.43,782.95,817.92,877.43,894.97,909.00,101.06
HTTP Receiving (ms),690.84,501.24,811.88,6908.43,510.52,547.62,593.99,630.87,725.54,753.24,766.26,789.07,807.32,88.88
HTTP Sending (ms),0.31,0.12,1.84,3.07,0.12,0.12,0.12,0.13,0.13,0.14,0.34,1.09,1.69,0.51
HTTP Total Time (ms),758.89,560.96,913.95,7588.94,569.90,605.67,650.38,686.43,782.95,817.92,877.57,895.76,910.31,101.28
HTTP Waiting (TTFB) (ms),67.60,55.36,154.34,676.00,55.37,55.40,55.45,56.13,57.46,61.04,71.32,112.83,146.04,29.00
Input Sequence Length (tokens),64.00,28.00,113.00,640.00,28.81,32.05,36.10,45.50,60.50,69.75,106.70,109.85,112.37,26.12
Inter Chunk Latency (ms),17.23,0.09,24.37,6908.43,10.94,16.75,17.00,17.20,17.35,17.50,17.63,17.81,21.03,1.47
Inter Token Latency (ms),2.71,1.97,3.18,27.09,2.00,2.15,2.33,2.47,2.85,2.95,3.00,3.09,3.17,0.35
Output Sequence Length (tokens),256.00,256.00,256.00,2560.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Count (tokens),256.00,256.00,256.00,2560.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),376.14,314.09,508.74,3761.40,315.97,323.50,332.91,338.56,351.65,404.41,430.65,469.70,500.93,55.20
Prefill Throughput Per User (tokens/sec/user),1032.51,422.04,1890.30,10325.07,424.47,434.23,446.43,672.44,961.47,1228.53,1862.04,1876.17,1887.48,493.02
Request Latency (ms),758.82,561.02,912.69,7588.23,569.96,605.73,650.44,686.49,783.01,817.99,877.50,895.09,909.17,101.08
Time to First Output Token (ms),67.98,55.56,156.39,679.81,55.57,55.60,55.63,56.31,57.64,61.23,71.75,114.07,147.92,29.56
Time to First Token (ms),67.98,55.56,156.39,679.81,55.57,55.60,55.63,56.31,57.64,61.23,71.75,114.07,147.92,29.56
Time to Second Token (ms),12.72,0.09,14.52,127.23,1.31,6.20,12.30,13.91,14.07,14.30,14.40,14.46,14.51,4.22
Tokens In Flight (tokens),176.94,0.00,369.00,,,,,,175.55,,288.00,306.07,343.34,82.52

Metric,Value
Benchmark Duration (sec),7.60
Input Token Throughput (tokens/sec),84.14
Output Token Throughput (tokens/sec),336.57
Request Count,10.00
Request Throughput (requests/sec),1.31
Total Input Sequence Length (tokens),640.00
Total Output Sequence Length (tokens),2560.00
Total Output Tokens (tokens),2560.00
Total Token Throughput (tokens/sec),420.71
