Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Waiting (TTFB) (ms),59.81,37.65,77.11,956.98,37.67,37.71,38.86,44.69,58.26,76.94,77.05,77.08,77.11,16.26
Input Sequence Length (tokens),65.38,28.00,113.00,1046.00,29.35,34.75,39.50,55.50,62.00,69.50,101.00,107.75,111.95,22.32
Inter Chunk Latency (ms),9.41,1.87,31.06,7629.27,4.15,5.48,7.45,7.86,8.34,8.44,9.76,27.69,30.13,5.27
Inter Token Latency (ms),1.87,1.15,2.60,29.92,1.16,1.19,1.26,1.57,1.87,2.14,2.45,2.50,2.58,0.44
Output Sequence Length (tokens),256.00,256.00,256.00,4096.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Count (tokens),256.00,256.00,256.00,4096.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),569.14,384.14,868.55,9106.32,387.32,400.05,408.12,467.55,534.13,640.66,797.28,842.09,863.25,149.44
Prefill Throughput Per User (tokens/sec/user),1200.24,352.66,2636.90,19203.83,369.80,438.36,499.14,733.92,1201.67,1531.07,1775.09,2095.24,2528.57,583.32
Request Latency (ms),537.88,352.41,708.00,8606.12,355.50,367.85,381.27,460.03,537.65,600.20,701.90,705.02,707.40,111.64
Time to First Output Token (ms),61.05,37.91,79.43,976.85,37.92,37.98,39.10,44.96,59.43,79.19,79.37,79.41,79.43,17.20
Time to First Token (ms),61.05,37.91,79.43,976.85,37.92,37.98,39.10,44.96,59.43,79.19,79.37,79.41,79.43,17.20
Time to Second Token (ms),6.53,1.87,22.45,104.50,1.87,1.89,1.90,1.96,5.64,9.31,13.35,18.45,21.65,5.81
Tokens In Flight (tokens),1192.90,0.00,2029.15,,,,,,1277.22,,1813.99,1887.10,1954.35,544.03

Metric,Value
Benchmark Duration (sec),1.29
Input Token Throughput (tokens/sec),807.19
Output Token Throughput (tokens/sec),3160.84
Request Count,16.00
Request Throughput (requests/sec),12.35
Total Input Sequence Length (tokens),1046.00
Total Output Sequence Length (tokens),4096.00
Total Output Tokens (tokens),4096.00
Total Token Throughput (tokens/sec),3968.03
