Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Sending (ms),0.12,0.09,0.17,19.70,0.10,0.10,0.11,0.11,0.12,0.13,0.14,0.15,0.16,0.01
HTTP Total Time (ms),558.28,287.49,979.28,89325.16,304.04,339.13,369.85,435.69,516.94,671.81,828.32,864.38,932.84,165.50
HTTP Waiting (TTFB) (ms),42.44,31.77,75.27,6789.78,34.52,36.77,36.92,37.22,38.01,43.09,55.74,63.53,66.58,8.74
Input Sequence Length (tokens),60.96,24.00,133.00,9753.00,27.59,30.00,35.00,44.00,56.50,74.25,93.00,103.00,125.82,22.99
Inter Chunk Latency (ms),10.96,0.76,56.97,82515.44,3.57,7.81,8.13,8.29,8.40,8.73,27.19,27.88,30.37,6.96
Inter Token Latency (ms),2.02,0.97,3.69,323.62,0.99,1.17,1.27,1.53,1.87,2.45,3.04,3.24,3.51,0.65
Output Sequence Length (tokens),255.98,255.00,256.00,40957.00,255.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.14
Output Token Count (tokens),255.98,255.00,256.00,40957.00,255.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.14
Output Token Throughput Per User (tokens/sec/user),546.28,270.95,1030.57,87404.04,284.98,308.43,329.14,407.53,534.68,655.04,786.92,853.55,1014.19,171.59
Prefill Throughput Per User (tokens/sec/user),1477.54,453.99,3529.32,236406.98,609.50,753.64,808.20,990.16,1334.52,1862.48,2315.51,2603.03,3232.95,617.23
Request Latency (ms),558.34,287.55,979.34,89334.30,304.10,339.19,369.91,435.74,516.99,671.87,828.37,864.43,932.90,165.50
Time to First Output Token (ms),42.62,31.96,75.48,6818.86,34.71,36.95,37.09,37.40,38.19,43.27,55.95,63.72,66.75,8.74
Time to First Token (ms),42.62,31.96,75.48,6818.86,34.71,36.95,37.09,37.40,38.19,43.27,55.95,63.72,66.75,8.74
Time to Second Token (ms),7.15,0.76,34.50,1144.06,3.41,4.89,5.14,5.48,5.70,5.91,9.62,11.70,31.58,5.21
Tokens In Flight (tokens),1413.63,0.00,2130.52,,,,,,1443.74,,1736.86,1809.70,1938.65,287.91

Metric,Value
Benchmark Duration (sec),11.42
Input Token Throughput (tokens/sec),853.88
Output Token Throughput (tokens/sec),3585.81
Request Count,160.00
Request Throughput (requests/sec),14.01
Total Input Sequence Length (tokens),9753.00
Total Output Sequence Length (tokens),40957.00
Total Output Tokens (tokens),40957.00
Total Token Throughput (tokens/sec),4439.70
