Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Receiving (ms),2034.82,962.04,3012.29,65114.13,962.87,1122.24,1298.65,1664.53,2015.18,2422.52,2855.29,2889.05,2978.83,552.48
HTTP Sending (ms),1.09,0.19,2.17,34.88,0.19,0.20,0.21,0.22,1.01,1.97,2.04,2.15,2.17,0.87
HTTP Total Time (ms),2539.08,1417.00,4217.65,81250.52,1437.27,1534.91,1756.42,2176.82,2502.08,2841.28,3178.52,3714.57,4180.75,648.12
HTTP Waiting (TTFB) (ms),502.39,222.24,1976.70,16076.39,236.41,267.96,268.01,268.14,344.72,505.66,1124.62,1464.53,1904.71,420.24
Input Sequence Length (tokens),60.41,28.00,113.00,1933.00,28.62,33.85,41.00,50.75,59.00,67.50,70.90,100.50,110.83,18.55
Inter Chunk Latency (ms),55.75,8.48,126.80,65113.35,8.80,22.26,41.17,42.97,45.48,49.68,118.65,120.18,124.08,29.36
Inter Token Latency (ms),7.98,3.77,11.81,255.35,3.78,4.40,5.09,6.53,7.90,9.50,11.20,11.33,11.68,2.17
Output Sequence Length (tokens),256.00,256.00,256.00,8192.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),137.08,84.65,265.06,4386.60,85.63,88.27,89.36,105.26,126.54,153.29,196.36,231.05,264.84,45.96
Prefill Throughput Per User (tokens/sec/user),168.62,27.29,503.35,5395.91,31.87,49.17,58.16,99.24,152.89,229.30,254.39,320.82,468.86,99.87
Reasoning Token Count (tokens),256.00,256.00,256.00,8192.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),2538.44,1417.08,4216.29,81230.07,1437.35,1534.27,1755.22,2176.56,2502.17,2840.02,3178.44,3714.07,4179.43,648.03
Time to First Token (ms),503.65,224.49,1978.92,16116.73,238.61,270.12,270.25,270.38,345.07,505.96,1124.92,1465.63,1906.88,420.14
Time to Second Token (ms),65.77,43.60,126.80,2104.52,43.64,44.35,45.42,45.53,45.72,110.23,118.33,120.45,125.44,31.93
Tokens In Flight (tokens),2358.47,0.00,3838.78,,,,,,2446.47,,3333.63,3598.89,3698.51,800.21

Metric,Value
Benchmark Duration (sec),5.64
Input Token Throughput (tokens/sec),342.80
Output Token Throughput (tokens/sec),1452.76
Request Count,32.00
Request Throughput (requests/sec),5.67
Total Input Sequence Length (tokens),1933.00
Total Output Sequence Length (tokens),8192.00
Total Reasoning Tokens (tokens),8192.00
Total Token Throughput (tokens/sec),1795.56
