Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Output Token Throughput Per User (tokens/sec/user),117.90,57.41,272.43,75453.91,66.55,77.57,86.65,102.42,116.34,132.63,150.37,160.22,186.37,25.28
Prefill Throughput Per User (tokens/sec/user),22.33,6.80,417.50,14289.95,8.03,9.77,10.81,13.27,17.64,22.49,28.49,33.19,181.81,29.41
Reasoning Token Count (tokens),256.00,256.00,256.00,163840.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),5521.08,1520.15,7954.88,3533489.03,2090.08,4643.28,4853.09,5162.12,5522.35,5925.10,6310.56,6687.42,7363.03,778.48
Time to First Token (ms),3255.58,241.73,4211.49,2083569.29,294.79,2760.45,2940.28,3115.52,3306.38,3517.72,3725.75,3811.24,4024.40,545.70
Time to Second Token (ms),66.59,44.96,122.33,42616.33,46.07,46.76,47.26,48.25,50.23,103.28,107.92,110.10,116.41,26.63
Tokens In Flight (tokens),3527.10,0.00,4765.38,,,,,,3557.07,,3993.35,4124.52,4411.46,424.04

Metric,Value
Benchmark Duration (sec),112.18
Input Token Throughput (tokens/sec),344.72
Output Token Throughput (tokens/sec),1460.52
Request Count,640.00
Request Throughput (requests/sec),5.71
Total Input Sequence Length (tokens),38670.00
Total Output Sequence Length (tokens),163840.00
Total Reasoning Tokens (tokens),163840.00
Total Token Throughput (tokens/sec),1805.24


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
