Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Inter Token Latency (ms),1.84,1.40,2.76,18.42,1.40,1.43,1.47,1.52,1.80,2.00,2.23,2.50,2.71,0.39
Output Sequence Length (tokens),255.90,255.00,256.00,2559.00,255.09,255.45,255.90,256.00,256.00,256.00,256.00,256.00,256.00,0.30
Output Token Throughput Per User (tokens/sec/user),564.50,361.79,715.84,5645.02,370.70,406.35,450.92,500.43,556.24,658.87,682.40,699.12,712.50,104.62
Prefill Throughput Per User (tokens/sec/user),1313.60,544.23,2354.03,13136.04,557.84,612.31,680.38,870.11,1237.29,1545.73,2282.08,2318.05,2346.83,591.11
Reasoning Token Count (tokens),255.90,255.00,256.00,2559.00,255.09,255.45,255.90,256.00,256.00,256.00,256.00,256.00,256.00,0.30
Request Latency (ms),519.84,397.95,749.86,5198.43,400.71,411.76,425.58,454.03,505.43,556.39,617.36,683.61,736.61,96.79
Time to First Token (ms),50.38,41.72,75.93,503.81,41.95,42.86,43.99,45.11,48.60,51.01,55.47,65.70,73.88,9.14
Time to Second Token (ms),8.65,7.36,9.27,86.52,7.41,7.62,7.89,8.16,8.90,9.16,9.25,9.26,9.27,0.63
Tokens In Flight (tokens),179.05,0.00,369.00,,,,,,178.17,,293.04,312.83,349.56,84.60

Metric,Value
Benchmark Duration (sec),5.21
Input Token Throughput (tokens/sec),122.73
Output Token Throughput (tokens/sec),490.71
Request Count,10.00
Request Throughput (requests/sec),1.92
Total Input Sequence Length (tokens),640.00
Total Output Sequence Length (tokens),2559.00
Total Reasoning Tokens (tokens),2559.00
Total Token Throughput (tokens/sec),613.44
