Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Reasoning Token Count (tokens),256.00,256.00,256.00,25600.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),758.34,539.29,1412.40,75834.10,545.03,562.27,596.77,673.26,713.87,838.71,928.51,1013.42,1164.54,146.69
Time to First Token (ms),76.71,63.56,94.10,7671.33,64.16,65.13,66.07,76.46,77.13,79.06,80.98,83.78,93.81,5.38
Time to Second Token (ms),12.98,12.10,14.07,1297.94,12.30,12.51,12.67,12.87,12.97,13.12,13.29,13.37,13.58,0.27
Tokens In Flight (tokens),173.02,0.00,383.00,,,,,,171.90,,284.57,302.06,332.78,82.26

Metric,Value
Benchmark Duration (sec),75.99
Input Token Throughput (tokens/sec),78.46
Output Token Throughput (tokens/sec),336.86
Request Count,100.00
Request Throughput (requests/sec),1.32
Total Input Sequence Length (tokens),5963.00
Total Output Sequence Length (tokens),25600.00
Total Reasoning Tokens (tokens),25600.00
Total Token Throughput (tokens/sec),415.32


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
