Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Prefill Throughput Per User (tokens/sec/user),362.02,114.99,742.89,11584.78,124.50,155.12,195.32,297.22,343.93,431.52,532.31,568.12,694.84,131.92
Request Latency (ms),1521.03,926.60,2255.37,48672.91,1009.38,1200.75,1237.11,1318.21,1466.62,1647.73,1932.31,2050.22,2208.87,288.96
Time to First Output Token (ms),183.35,78.07,565.29,5867.17,86.57,105.75,108.71,145.83,191.73,192.03,192.23,264.59,489.03,81.66
Time to First Token (ms),183.35,78.07,565.29,5867.17,86.57,105.75,108.71,145.83,191.73,192.03,192.23,264.59,489.03,81.66
Time to Second Token (ms),20.49,3.17,71.10,655.79,3.19,3.25,3.26,3.29,5.01,33.06,46.71,71.04,71.09,21.78
Tokens In Flight (tokens),2385.72,0.00,4297.32,,,,,,2276.49,,3493.59,4043.03,4263.84,950.08

Metric,Value
Benchmark Duration (sec),3.50
Input Token Throughput (tokens/sec),551.92
Output Token Throughput (tokens/sec),2339.03
Request Count,32.00
Request Throughput (requests/sec),9.14
Total Input Sequence Length (tokens),1933.00
Total Output Sequence Length (tokens),8192.00
Total Output Tokens (tokens),8192.00
Total Token Throughput (tokens/sec),2890.95
