Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Input Sequence Length (tokens),60.96,24.00,133.00,9753.00,27.59,30.00,35.00,44.00,56.50,74.25,93.00,103.00,125.82,22.99
Inter Chunk Latency (ms),12.38,0.04,62.35,95962.87,4.20,7.48,8.86,9.49,9.76,10.50,28.76,32.03,36.71,7.61
Inter Token Latency (ms),2.35,1.18,4.67,376.30,1.26,1.41,1.55,1.79,2.23,2.84,3.39,3.79,4.25,0.73
Output Sequence Length (tokens),256.02,255.00,258.00,40963.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,257.00,0.21
Output Token Count (tokens),256.02,255.00,258.00,40963.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,257.00,0.21
Output Token Throughput Per User (tokens/sec/user),465.55,214.14,849.74,74488.49,235.08,263.73,295.30,352.65,447.76,559.64,643.31,707.98,794.98,137.75
Prefill Throughput Per User (tokens/sec/user),1267.27,409.30,2649.41,202763.40,509.17,605.49,667.34,892.42,1174.52,1546.48,1977.00,2192.64,2630.90,499.44
Request Latency (ms),649.50,340.96,1250.39,103919.94,372.11,411.90,438.69,506.87,611.32,770.33,920.56,1023.76,1133.37,187.12
Time to First Output Token (ms),49.73,32.64,83.01,7957.07,35.25,39.21,39.48,41.25,43.96,58.92,65.72,70.86,82.22,11.46
Time to First Token (ms),49.73,32.64,83.01,7957.07,35.25,39.21,39.48,41.25,43.96,58.92,65.72,70.86,82.22,11.46
Time to Second Token (ms),8.38,0.04,32.21,1340.11,0.29,4.95,5.65,6.45,6.82,7.38,11.74,25.28,30.63,5.39
Tokens In Flight (tokens),1403.45,0.00,2131.56,,,,,,1420.59,,1748.76,1827.25,1976.85,297.43

Metric,Value
Benchmark Duration (sec),13.36
Input Token Throughput (tokens/sec),729.72
Output Token Throughput (tokens/sec),3064.86
Request Count,160.00
Request Throughput (requests/sec),11.97
Total Input Sequence Length (tokens),9753.00
Total Output Sequence Length (tokens),40963.00
Total Output Tokens (tokens),40963.00
Total Token Throughput (tokens/sec),3794.58


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
