Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2321.58,1180.60,3734.79,148580.87,1423.51,1571.50,1640.18,1904.06,2240.64,2722.34,3221.85,3354.94,3604.01,566.51
HTTP Receiving (ms),2074.30,870.78,3425.61,132755.08,1117.19,1262.01,1402.79,1665.76,2030.47,2421.41,2936.27,3054.27,3357.98,560.99
HTTP Sending (ms),1.30,0.18,16.66,83.09,0.18,0.19,0.20,0.23,1.01,1.88,2.03,2.10,7.78,2.11
HTTP Total Time (ms),2322.56,1182.00,3736.27,148644.11,1424.03,1572.98,1641.39,1905.09,2241.37,2723.93,3222.37,3356.16,3604.55,566.45
HTTP Waiting (TTFB) (ms),245.98,134.68,308.41,15742.70,134.76,135.66,140.74,190.39,257.21,307.61,307.92,308.03,308.19,65.60
Input Sequence Length (tokens),61.52,28.00,129.00,3937.00,29.26,34.45,38.60,45.75,59.00,70.00,91.60,101.10,118.92,20.70
Inter Chunk Latency (ms),41.20,3.06,103.35,132753.51,11.44,30.74,32.46,34.00,35.16,40.85,68.12,74.99,83.64,15.75
Inter Token Latency (ms),8.13,3.41,13.43,520.59,4.38,4.95,5.50,6.53,7.96,9.50,11.48,11.98,13.17,2.20
Output Sequence Length (tokens),256.00,255.00,257.00,16384.00,255.63,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.37,0.18
Output Token Throughput Per User (tokens/sec/user),132.78,74.44,292.85,8497.68,75.96,83.49,87.09,105.32,125.59,153.10,181.81,202.07,235.67,39.10
Prefill Throughput Per User (tokens/sec/user),271.63,90.24,681.24,17384.21,94.44,133.01,139.85,187.44,223.17,344.76,430.36,550.80,663.12,130.83
Reasoning Token Count (tokens),256.00,255.00,257.00,16384.00,255.63,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.37,0.18
Request Latency (ms),2321.72,1180.79,3734.99,148590.17,1423.64,1571.70,1640.35,1904.22,2240.78,2722.56,3221.96,3355.11,3604.13,566.52
Time to First Token (ms),247.45,135.02,310.67,15836.66,135.10,135.95,141.08,190.69,258.36,309.78,310.07,310.16,310.44,66.62
Time to Second Token (ms),43.28,30.56,80.49,2770.12,30.58,30.65,30.67,30.71,32.12,66.24,70.13,73.08,77.13,17.07
Tokens In Flight (tokens),4869.95,0.00,7885.57,,,,,,5210.60,,6659.12,6797.17,7588.78,1614.03

Metric,Value
Benchmark Duration (sec),5.35
Input Token Throughput (tokens/sec),735.07
Output Token Throughput (tokens/sec),3059.03
Request Count,64.00
Request Throughput (requests/sec),11.95
Total Input Sequence Length (tokens),3937.00
Total Output Sequence Length (tokens),16384.00
Total Reasoning Tokens (tokens),16384.00
Total Token Throughput (tokens/sec),3794.11
