Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Time to First Output Token (ms),3715.51,94.68,4472.69,1188964.42,770.67,3269.90,3389.85,3601.66,3789.14,3978.32,4142.98,4196.05,4346.03,563.65
Time to First Token (ms),3715.51,94.68,4472.69,1188964.42,770.67,3269.90,3389.85,3601.66,3789.14,3978.32,4142.98,4196.05,4346.03,563.65
Time to Second Token (ms),21.13,10.85,65.05,6760.15,12.75,16.40,16.71,17.21,17.57,17.99,23.42,55.27,62.19,11.37
Tokens In Flight (tokens),1292.37,0.00,1869.48,,,,,,1304.32,,1523.41,1585.91,1690.02,199.11

Metric,Value
Benchmark Duration (sec),91.98
Input Token Throughput (tokens/sec),210.97
Output Token Throughput (tokens/sec),890.57
Request Count,320.00
Request Throughput (requests/sec),3.48
Total Input Sequence Length (tokens),19406.00
Total Output Sequence Length (tokens),81920.00
Total Output Tokens (tokens),81920.00
Total Token Throughput (tokens/sec),1101.53


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
