Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Prefill Throughput Per User (tokens/sec/user),680.56,286.23,1444.27,6805.57,296.93,339.76,393.30,459.97,647.56,818.08,918.34,1181.30,1391.68,310.89
Reasoning Token Count (tokens),256.00,256.00,256.00,2560.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),829.37,706.44,995.68,8293.70,709.99,724.21,741.98,768.54,807.30,893.47,943.09,969.39,990.42,87.26
Time to First Token (ms),104.40,72.10,278.88,1043.96,72.22,72.68,73.26,81.75,83.33,94.43,123.86,201.37,263.37,58.98
Time to Second Token (ms),13.09,9.39,18.80,130.92,9.61,10.52,11.64,12.72,12.85,13.24,13.90,16.35,18.31,2.20
Tokens In Flight (tokens),175.15,0.00,369.00,,,,,,172.29,,288.86,308.32,347.14,83.32

Metric,Value
Benchmark Duration (sec),8.31
Input Token Throughput (tokens/sec),76.97
Output Token Throughput (tokens/sec),307.87
Request Count,10.00
Request Throughput (requests/sec),1.20
Total Input Sequence Length (tokens),640.00
Total Output Sequence Length (tokens),2560.00
Total Reasoning Tokens (tokens),2560.00
Total Token Throughput (tokens/sec),384.83
