Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Receiving (ms),2109.03,885.03,4681.54,1349776.94,1054.68,1310.80,1437.05,1646.21,1965.30,2448.28,3055.43,3327.88,3950.57,642.57
HTTP Sending (ms),0.16,0.12,0.30,103.03,0.13,0.13,0.13,0.14,0.16,0.17,0.19,0.20,0.22,0.02
HTTP Total Time (ms),2271.70,1076.38,4874.87,1453890.28,1203.32,1472.77,1591.28,1791.41,2134.70,2602.60,3215.24,3491.25,4105.49,642.68
HTTP Waiting (TTFB) (ms),162.52,114.92,227.25,104010.31,117.30,120.26,122.13,130.89,159.39,188.82,205.00,222.49,225.44,30.36
Input Sequence Length (tokens),60.42,23.00,141.00,38670.00,26.00,32.00,36.00,44.00,57.00,73.00,91.00,101.00,122.22,21.35
Inter Chunk Latency (ms),45.83,6.27,91.54,1349772.12,27.41,28.56,29.11,29.99,32.05,64.46,67.02,68.65,74.42,17.68
Inter Token Latency (ms),8.27,3.47,18.36,5293.60,4.14,5.14,5.64,6.46,7.71,9.60,11.98,13.05,15.49,2.52
Output Sequence Length (tokens),255.98,255.00,257.00,163828.00,255.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.15
Output Token Throughput Per User (tokens/sec/user),131.62,54.47,288.13,84234.93,64.55,76.63,83.46,104.15,129.75,154.90,177.45,194.54,241.81,37.74
Prefill Throughput Per User (tokens/sec/user),384.22,107.68,1015.41,245900.90,147.91,189.67,211.89,266.31,354.09,463.91,601.02,673.67,852.91,154.43
Reasoning Token Count (tokens),255.98,255.00,257.00,163828.00,255.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.15
Request Latency (ms),2271.78,1076.44,4874.94,1453939.28,1203.40,1472.84,1591.35,1791.48,2134.77,2602.67,3215.33,3491.34,4105.56,642.68
Time to First Token (ms),162.76,115.20,227.54,104167.16,117.55,120.52,122.36,131.15,159.61,189.06,205.23,222.72,225.71,30.36
Time to Second Token (ms),47.61,25.58,90.56,30471.21,27.44,28.52,29.15,30.08,37.56,64.89,67.41,69.27,76.15,17.63
Tokens In Flight (tokens),5641.18,0.00,7674.34,,,,,,5685.80,,6356.76,6543.41,7164.48,733.91

Metric,Value
Benchmark Duration (sec),45.96
Input Token Throughput (tokens/sec),841.33
Output Token Throughput (tokens/sec),3564.35
Request Count,640.00
Request Throughput (requests/sec),13.92
Total Input Sequence Length (tokens),38670.00
Total Output Sequence Length (tokens),163828.00
Total Reasoning Tokens (tokens),163828.00
Total Token Throughput (tokens/sec),4405.68


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
