Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Input Sequence Length (tokens),59.63,24.00,127.00,5963.00,28.95,31.95,36.90,44.00,54.50,70.00,88.50,95.05,123.04,21.34
Inter Chunk Latency (ms),9.05,2.69,17.80,41513.73,7.92,8.34,8.46,8.81,9.05,9.27,9.53,9.79,11.66,0.72
Inter Token Latency (ms),1.63,0.85,2.95,162.80,0.97,1.03,1.12,1.34,1.56,1.86,2.24,2.55,2.72,0.43
Output Sequence Length (tokens),256.00,255.00,257.00,25600.00,255.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,257.00,0.20
Output Token Throughput Per User (tokens/sec/user),656.35,339.24,1177.57,65634.66,367.16,391.55,447.33,538.35,641.28,748.39,889.53,966.53,1026.96,166.96
Prefill Throughput Per User (tokens/sec/user),1345.67,544.54,2790.93,134566.94,563.78,728.27,837.41,1009.76,1231.87,1624.17,1998.56,2161.50,2317.75,457.96
Reasoning Token Count (tokens),256.00,255.00,257.00,25600.00,255.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,257.00,0.20
Request Latency (ms),459.39,258.48,796.62,45938.67,290.24,306.97,331.30,383.85,442.60,514.92,614.73,695.80,737.64,111.14
Time to First Token (ms),44.25,39.79,57.06,4424.93,39.97,41.19,41.89,42.88,43.92,44.49,46.65,49.07,56.74,2.75
Time to Second Token (ms),8.77,7.22,12.34,876.95,7.71,8.03,8.15,8.55,8.74,8.97,9.18,9.42,11.88,0.62
Tokens In Flight (tokens),173.66,0.00,383.00,,,,,,172.11,,285.32,303.50,333.21,82.55

Metric,Value
Benchmark Duration (sec),46.08
Input Token Throughput (tokens/sec),129.39
Output Token Throughput (tokens/sec),555.50
Request Count,100.00
Request Throughput (requests/sec),2.17
Total Input Sequence Length (tokens),5963.00
Total Output Sequence Length (tokens),25600.00
Total Reasoning Tokens (tokens),25600.00
Total Token Throughput (tokens/sec),684.90


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
