Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Duration (excl. conn) (ms),1591.15,1002.05,2667.85,254584.07,1042.18,1169.67,1231.91,1380.50,1536.84,1734.36,2016.46,2176.37,2521.53,317.12
HTTP Receiving (ms),1393.43,797.13,2502.36,222948.95,815.87,965.09,1008.97,1187.88,1350.11,1537.58,1833.33,2010.52,2332.19,319.20
HTTP Sending (ms),0.16,0.14,0.26,26.36,0.14,0.15,0.15,0.16,0.16,0.17,0.18,0.19,0.20,0.02
HTTP Total Time (ms),1591.15,1002.05,2667.85,254584.07,1042.18,1169.67,1231.91,1380.50,1536.84,1734.36,2016.46,2176.37,2521.53,317.12
HTTP Waiting (TTFB) (ms),197.55,128.24,368.42,31608.75,129.28,134.63,149.89,155.11,166.13,245.23,261.70,273.53,307.48,51.89
Input Sequence Length (tokens),60.96,24.00,133.00,9753.00,27.59,30.00,35.00,44.00,56.50,74.25,93.00,103.00,125.82,22.99
Inter Chunk Latency (ms),39.57,6.63,165.65,222947.55,9.62,10.32,11.04,22.85,27.83,28.32,118.58,123.45,131.87,35.95
Inter Token Latency (ms),5.46,3.13,9.81,874.30,3.20,3.78,3.96,4.66,5.29,6.03,7.19,7.88,9.15,1.25
Output Sequence Length (tokens),256.00,256.00,256.00,40960.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),192.20,101.90,319.90,30751.79,109.37,126.84,139.09,165.85,188.88,214.67,252.74,264.23,312.61,42.21
Prefill Throughput Per User (tokens/sec/user),330.19,92.73,939.18,52829.64,107.49,137.68,165.17,219.93,292.82,424.57,528.87,572.38,816.83,154.31
Reasoning Token Count (tokens),256.00,256.00,256.00,40960.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),1591.23,1002.12,2667.93,254596.30,1042.25,1169.75,1231.99,1380.58,1536.91,1734.43,2016.53,2176.44,2521.60,317.12
Time to First Token (ms),197.80,128.51,368.65,31648.75,129.53,134.85,150.16,155.34,166.38,245.52,262.07,273.78,307.73,51.89
Time to Second Token (ms),36.95,6.64,136.96,5912.14,9.54,10.01,10.65,21.39,21.98,22.66,114.35,119.51,136.73,37.78
Tokens In Flight (tokens),1343.82,0.00,2223.28,,,,,,1343.94,,1735.64,1834.79,2020.21,314.60

Metric,Value
Benchmark Duration (sec),32.43
Input Token Throughput (tokens/sec),300.76
Output Token Throughput (tokens/sec),1263.10
Request Count,160.00
Request Throughput (requests/sec),4.93
Total Input Sequence Length (tokens),9753.00
Total Output Sequence Length (tokens),40960.00
Total Reasoning Tokens (tokens),40960.00
Total Token Throughput (tokens/sec),1563.85


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
