Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Sending (ms),0.15,0.11,0.22,94.07,0.12,0.12,0.12,0.13,0.14,0.16,0.17,0.18,0.20,0.02
HTTP Total Time (ms),4904.39,1210.18,6824.72,3138806.40,1913.08,4067.89,4347.01,4628.78,4909.76,5233.51,5638.87,5874.34,6377.50,681.63
HTTP Waiting (TTFB) (ms),2898.75,225.54,3875.70,1855200.87,268.00,2476.44,2651.40,2788.66,2957.78,3114.06,3251.39,3323.75,3520.42,473.23
Input Sequence Length (tokens),60.42,23.00,141.00,38670.00,26.00,32.00,36.00,44.00,57.00,73.00,91.00,101.00,122.22,21.35
Inter Chunk Latency (ms),58.99,8.06,140.55,1283505.68,37.99,38.77,39.20,40.15,41.61,98.70,102.91,105.09,109.47,28.14
Inter Token Latency (ms),7.86,3.56,15.48,5033.36,4.70,5.58,6.04,6.78,7.61,8.65,9.98,11.07,13.55,1.73
Output Sequence Length (tokens),256.00,256.00,256.00,163840.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),132.97,64.61,281.13,85100.76,73.88,90.31,100.17,115.66,131.34,147.40,165.62,179.32,212.84,28.23
Prefill Throughput Per User (tokens/sec/user),24.74,6.54,346.60,15833.68,8.55,10.50,12.18,14.93,19.65,24.79,32.74,38.38,183.59,29.33
Reasoning Token Count (tokens),256.00,256.00,256.00,163840.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),4904.45,1210.25,6824.79,3138850.58,1913.15,4067.96,4347.08,4628.85,4909.83,5233.57,5638.94,5874.40,6377.57,681.63
Time to First Token (ms),2898.98,225.83,3876.00,1855344.90,268.24,2476.67,2651.66,2788.91,2958.01,3114.30,3251.59,3323.96,3520.72,473.23
Time to Second Token (ms),58.72,37.36,140.44,37579.58,38.24,38.66,38.97,39.90,41.29,98.66,102.81,105.20,108.30,28.10
Tokens In Flight (tokens),3518.30,0.00,4669.30,,,,,,3540.69,,3943.78,4058.09,4300.88,385.82

Metric,Value
Benchmark Duration (sec),99.60
Input Token Throughput (tokens/sec),388.25
Output Token Throughput (tokens/sec),1644.97
Request Count,640.00
Request Throughput (requests/sec),6.43
Total Input Sequence Length (tokens),38670.00
Total Output Sequence Length (tokens),163840.00
Total Reasoning Tokens (tokens),163840.00
Total Token Throughput (tokens/sec),2033.23


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
