Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Chunks Sent,1.00,1.00,1.00,10.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.19,0.00,1.86,1.86,0.00,0.00,0.00,0.00,0.00,0.00,0.19,1.02,1.69,0.56
HTTP Connection Overhead (ms),0.19,0.00,1.86,1.86,0.00,0.00,0.00,0.00,0.00,0.00,0.19,1.02,1.69,0.56
HTTP Connection Reused (ratio),0.90,0.00,1.00,9.00,0.09,0.45,0.90,1.00,1.00,1.00,1.00,1.00,1.00,0.30
HTTP Data Received (KB),13.28,10.63,20.31,132.77,10.65,10.72,10.80,11.30,12.53,13.79,16.35,18.33,19.92,2.81
HTTP Data Sent (KB),0.37,0.24,0.59,3.75,0.24,0.24,0.25,0.31,0.34,0.41,0.54,0.57,0.59,0.11
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),372.10,291.72,562.21,3721.02,292.31,294.69,297.67,321.57,351.31,384.49,456.93,509.57,551.68,76.74
HTTP Receiving (ms),324.47,249.54,516.17,3244.69,250.14,252.53,255.51,270.13,305.42,338.40,409.48,462.82,505.50,77.12
HTTP Sending (ms),0.39,0.14,2.35,3.85,0.14,0.14,0.14,0.15,0.17,0.18,0.43,1.39,2.16,0.66
HTTP Total Time (ms),372.29,291.72,562.21,3722.88,292.31,294.69,297.67,321.87,351.63,384.49,456.93,509.57,551.68,76.67
HTTP Waiting (TTFB) (ms),47.25,41.99,67.93,472.48,41.99,42.00,42.01,44.50,45.71,46.35,49.44,58.68,66.08,7.10
Input Sequence Length (tokens),64.00,28.00,113.00,640.00,28.81,32.05,36.10,45.50,60.50,69.75,106.70,109.85,112.37,26.12
Inter Chunk Latency (ms),6.29,3.21,9.64,3244.59,4.54,5.37,5.97,6.27,6.35,6.42,6.54,6.65,7.62,0.50
Inter Token Latency (ms),1.27,0.98,2.02,12.73,0.98,0.99,1.00,1.06,1.20,1.33,1.61,1.82,1.98,0.30
Output Sequence Length (tokens),255.90,255.00,256.00,2559.00,255.09,255.45,255.90,256.00,256.00,256.00,256.00,256.00,256.00,0.30
Output Token Throughput Per User (tokens/sec/user),822.27,494.03,1021.92,8222.74,507.06,559.18,624.32,753.61,835.72,944.05,998.08,1010.00,1019.53,158.42
Prefill Throughput Per User (tokens/sec/user),1361.64,587.12,2448.89,13616.37,607.89,690.99,794.86,949.84,1273.13,1507.56,2313.24,2381.07,2435.33,576.99
Reasoning Token Count (tokens),255.90,255.00,256.00,2559.00,255.09,255.45,255.90,256.00,256.00,256.00,256.00,256.00,256.00,0.30
Request Latency (ms),372.19,291.79,562.29,3721.91,292.39,294.76,297.73,321.68,351.38,384.56,457.01,509.65,551.76,76.74
Time to First Token (ms),47.73,42.22,70.57,477.32,42.23,42.24,42.26,44.75,45.95,46.55,49.98,60.28,68.51,7.80
Time to Second Token (ms),4.91,4.07,5.45,49.08,4.11,4.26,4.45,4.61,5.02,5.17,5.30,5.38,5.44,0.41
Tokens In Flight (tokens),176.32,0.00,369.00,,,,,,174.40,,292.35,312.24,352.67,85.92

Metric,Value
Benchmark Duration (sec),3.74
Input Token Throughput (tokens/sec),171.07
Output Token Throughput (tokens/sec),684.02
Request Count,10.00
Request Throughput (requests/sec),2.67
Total Input Sequence Length (tokens),640.00
Total Output Sequence Length (tokens),2559.00
Total Reasoning Tokens (tokens),2559.00
Total Token Throughput (tokens/sec),855.09
