Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Reasoning Token Count (tokens),255.94,255.00,256.00,4095.00,255.15,255.75,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.24
Request Latency (ms),657.01,414.60,975.90,10512.16,415.87,420.96,447.95,518.05,657.23,755.90,849.05,918.75,964.47,159.01
Time to First Token (ms),104.34,57.78,130.62,1669.43,57.88,58.31,60.98,75.83,121.06,130.26,130.41,130.56,130.61,29.17
Time to Second Token (ms),12.22,6.77,43.05,195.47,6.77,6.78,6.80,6.84,7.09,7.50,30.28,42.33,42.91,11.80
Tokens In Flight (tokens),1247.02,0.00,2108.65,,,,,,1259.12,,1832.71,1882.27,2029.81,446.98

Metric,Value
Benchmark Duration (sec),1.46
Input Token Throughput (tokens/sec),716.70
Output Token Throughput (tokens/sec),2805.83
Request Count,16.00
Request Throughput (requests/sec),10.96
Total Input Sequence Length (tokens),1046.00
Total Output Sequence Length (tokens),4095.00
Total Reasoning Tokens (tokens),4095.00
Total Token Throughput (tokens/sec),3522.53
