Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,255.94,255.00,256.00,25594.00,255.00,255.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.24
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),59.70,59.34,59.88,5969.78,59.44,59.53,59.59,59.65,59.70,59.76,59.80,59.82,59.87,0.09
HTTP Data Sent (KB),0.33,0.18,0.63,32.64,0.20,0.22,0.23,0.25,0.31,0.39,0.46,0.49,0.56,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),846.49,831.05,885.45,84648.91,831.06,831.80,831.96,832.35,834.51,870.90,872.94,873.91,875.45,18.32
HTTP Receiving (ms),816.31,799.43,843.88,81630.79,801.67,802.68,802.80,803.02,803.34,842.45,842.82,842.97,843.25,18.37
HTTP Sending (ms),0.14,0.10,0.18,13.71,0.10,0.11,0.12,0.12,0.14,0.15,0.16,0.17,0.18,0.02
HTTP Total Time (ms),846.49,831.05,885.45,84648.91,831.06,831.80,831.96,832.35,834.51,870.90,872.94,873.91,875.45,18.32
HTTP Waiting (TTFB) (ms),30.04,26.11,41.39,3004.41,26.51,27.94,28.13,28.71,29.45,30.70,32.09,33.19,41.03,2.34
Input Sequence Length (tokens),59.63,24.00,127.00,5963.00,28.95,31.95,36.90,44.00,54.50,70.00,88.50,95.05,123.04,21.34
Inter Chunk Latency (ms),3.20,0.12,16.18,81630.19,2.20,3.01,3.08,3.13,3.18,3.29,3.35,3.40,3.77,0.32
Inter Token Latency (ms),3.20,3.14,3.31,320.12,3.14,3.15,3.15,3.15,3.15,3.30,3.31,3.31,3.31,0.07
Output Sequence Length (tokens),256.00,255.00,257.00,25600.00,255.99,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.01,0.14
Output Token Throughput Per User (tokens/sec/user),312.54,302.18,318.98,31253.96,302.40,302.54,302.56,302.70,317.43,317.56,317.64,317.69,318.09,6.90
Prefill Throughput Per User (tokens/sec/user),1964.51,814.62,3647.02,196450.98,945.94,1038.74,1214.07,1445.10,1865.30,2435.83,2980.53,3096.51,3239.11,646.64
Reasoning Token Count (tokens),256.00,255.00,257.00,25600.00,255.99,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.01,0.14
Request Latency (ms),846.55,831.11,885.52,84654.96,831.11,831.85,832.02,832.41,834.58,870.95,872.99,873.97,875.52,18.32
Time to First Token (ms),30.25,26.30,41.65,3024.76,26.70,28.12,28.35,28.89,29.65,30.92,32.32,33.40,41.31,2.35
Time to Second Token (ms),1.97,1.46,3.64,196.55,1.47,1.63,1.68,1.80,1.94,2.11,2.25,2.29,2.54,0.28
Tokens In Flight (tokens),182.80,0.00,383.00,,,,,,183.00,,289.00,306.00,335.99,79.34

Metric,Value
Benchmark Duration (sec),84.88
Input Token Throughput (tokens/sec),70.25
Output Token Throughput (tokens/sec),301.59
Request Count,100.00
Request Throughput (requests/sec),1.18
Total Input Sequence Length (tokens),5963.00
Total Output Sequence Length (tokens),25600.00
Total Reasoning Tokens (tokens),25600.00
Total Token Throughput (tokens/sec),371.84


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
