Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Prefill Throughput Per User (tokens/sec/user),857.39,335.51,1676.84,85739.50,394.52,439.85,523.24,619.51,793.13,1097.16,1295.23,1380.57,1662.05,305.80
Reasoning Token Count (tokens),256.00,256.00,256.00,25600.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),732.33,514.25,1352.48,73232.82,518.83,537.38,576.08,643.42,690.26,820.70,910.36,995.76,1112.13,141.08
Time to First Token (ms),69.90,56.65,89.25,6989.69,57.46,58.10,59.22,69.23,70.56,72.46,74.32,75.62,88.95,5.55
Time to Second Token (ms),13.52,10.84,14.61,1351.94,12.63,12.87,13.07,13.20,13.51,13.90,14.04,14.10,14.17,0.48
Tokens In Flight (tokens),173.53,0.00,383.00,,,,,,172.33,,284.60,302.27,332.78,82.09

Metric,Value
Benchmark Duration (sec),73.41
Input Token Throughput (tokens/sec),81.23
Output Token Throughput (tokens/sec),348.71
Request Count,100.00
Request Throughput (requests/sec),1.36
Total Input Sequence Length (tokens),5963.00
Total Output Sequence Length (tokens),25600.00
Total Reasoning Tokens (tokens),25600.00
Total Token Throughput (tokens/sec),429.94


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
