Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Output Token Throughput Per User (tokens/sec/user),118.84,55.96,269.08,38027.67,65.98,79.74,85.94,99.34,118.89,133.77,151.68,161.05,197.61,27.34
Prefill Throughput Per User (tokens/sec/user),128.67,26.34,449.93,41174.90,35.19,47.40,58.55,83.15,116.63,156.08,214.08,246.72,369.54,67.83
Reasoning Token Count (tokens),256.00,256.00,256.00,81920.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),2792.18,1446.87,4887.77,893497.41,1705.33,2039.54,2178.92,2404.80,2681.66,3127.68,3567.59,3850.78,4595.98,581.00
Time to First Token (ms),532.88,231.15,1729.50,170522.89,264.10,281.81,294.01,400.34,501.70,616.79,775.87,869.54,1105.05,200.07
Time to Second Token (ms),67.90,40.55,136.14,21728.30,41.39,42.79,43.65,44.89,47.21,110.02,115.93,117.86,124.49,31.91
Tokens In Flight (tokens),2569.24,0.00,3612.47,,,,,,2592.03,,3006.37,3134.02,3314.28,390.87

Metric,Value
Benchmark Duration (sec),56.53
Input Token Throughput (tokens/sec),343.25
Output Token Throughput (tokens/sec),1449.01
Request Count,320.00
Request Throughput (requests/sec),5.66
Total Input Sequence Length (tokens),19406.00
Total Output Sequence Length (tokens),81920.00
Total Reasoning Tokens (tokens),81920.00
Total Token Throughput (tokens/sec),1792.26


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
