Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Time to First Token (ms),256.20,116.80,378.66,8198.32,119.76,126.56,127.15,149.12,188.18,378.13,378.40,378.63,378.66,115.63
Time to Second Token (ms),46.13,28.47,208.34,1476.30,28.67,29.20,29.52,30.56,30.70,42.08,76.43,96.22,173.76,35.17
Tokens In Flight (tokens),2502.32,0.00,3864.93,,,,,,2669.81,,3507.50,3600.23,3756.93,922.06

Metric,Value
Benchmark Duration (sec),4.34
Input Token Throughput (tokens/sec),445.09
Output Token Throughput (tokens/sec),1886.26
Request Count,32.00
Request Throughput (requests/sec),7.37
Total Input Sequence Length (tokens),1933.00
Total Output Sequence Length (tokens),8192.00
Total Reasoning Tokens (tokens),8192.00
Total Token Throughput (tokens/sec),2331.35
