Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Time to First Token (ms),2418.12,239.33,4180.73,154759.49,265.51,281.01,281.14,1833.83,2824.98,3289.79,3696.61,3885.60,4039.41,1247.19
Time to Second Token (ms),57.88,38.93,119.22,3704.38,39.15,39.78,40.26,40.82,41.43,58.74,106.88,112.17,118.26,28.74
Tokens In Flight (tokens),3132.73,0.00,4909.07,,,,,,3282.53,,4129.21,4370.53,4622.96,901.90

Metric,Value
Benchmark Duration (sec),11.01
Input Token Throughput (tokens/sec),357.63
Output Token Throughput (tokens/sec),1488.27
Request Count,64.00
Request Throughput (requests/sec),5.81
Total Input Sequence Length (tokens),3937.00
Total Output Sequence Length (tokens),16384.00
Total Reasoning Tokens (tokens),16384.00
Total Token Throughput (tokens/sec),1845.90
