Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Sending (ms),0.35,0.13,2.20,3.52,0.13,0.13,0.13,0.14,0.14,0.16,0.39,1.29,2.02,0.62
HTTP Total Time (ms),808.19,691.66,970.19,8081.90,695.24,709.57,727.48,743.34,786.41,872.69,917.32,943.76,964.91,84.87
HTTP Waiting (TTFB) (ms),88.29,59.22,254.79,882.93,59.28,59.53,59.85,66.46,70.46,75.79,100.85,177.82,239.40,55.93
Input Sequence Length (tokens),64.00,28.00,113.00,640.00,28.81,32.05,36.10,45.50,60.50,69.75,106.70,109.85,112.37,26.12
Inter Chunk Latency (ms),18.78,12.69,22.74,7193.59,13.55,18.28,18.51,18.72,18.90,19.12,19.29,19.43,20.38,1.00
Inter Token Latency (ms),2.82,2.43,3.46,28.21,2.44,2.50,2.56,2.58,2.80,2.87,3.26,3.36,3.44,0.30
Output Sequence Length (tokens),256.00,256.00,256.00,2560.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),358.35,288.98,411.42,3583.46,290.72,297.70,306.43,347.88,357.28,388.05,390.73,401.08,409.35,36.05
Prefill Throughput Per User (tokens/sec/user),817.21,380.45,1783.41,8172.13,386.09,408.64,436.82,548.88,747.39,991.04,1106.29,1444.85,1715.70,387.51
Reasoning Token Count (tokens),256.00,256.00,256.00,2560.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),808.09,691.72,968.60,8080.90,695.31,709.64,727.55,743.41,786.47,872.76,917.22,942.91,963.47,84.56
Time to First Token (ms),88.73,59.44,255.03,887.31,59.50,59.75,60.06,66.65,70.66,76.02,103.06,179.05,239.84,55.93
Time to Second Token (ms),13.61,12.69,14.33,136.10,12.71,12.78,12.86,13.26,13.66,14.08,14.16,14.25,14.32,0.53
Tokens In Flight (tokens),177.03,0.00,369.00,,,,,,174.15,,289.45,308.32,347.14,82.58

Metric,Value
Benchmark Duration (sec),8.10
Input Token Throughput (tokens/sec),79.02
Output Token Throughput (tokens/sec),316.07
Request Count,10.00
Request Throughput (requests/sec),1.23
Total Input Sequence Length (tokens),640.00
Total Output Sequence Length (tokens),2560.00
Total Reasoning Tokens (tokens),2560.00
Total Token Throughput (tokens/sec),395.08
