Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Receiving (ms),689.97,461.85,1336.06,68997.25,480.34,493.59,532.68,596.34,645.17,788.89,874.02,973.93,1085.20,147.60
HTTP Sending (ms),0.13,0.11,0.17,12.52,0.11,0.11,0.12,0.12,0.12,0.13,0.14,0.15,0.15,0.01
HTTP Total Time (ms),773.49,547.63,1421.48,77348.88,551.16,567.40,604.03,679.93,726.81,874.25,958.68,1047.91,1168.06,147.56
HTTP Waiting (TTFB) (ms),83.39,68.90,110.72,8339.10,69.15,70.19,70.99,82.28,83.77,85.92,88.26,92.20,104.41,6.85
Input Sequence Length (tokens),59.63,24.00,127.00,5963.00,28.95,31.95,36.90,44.00,54.50,70.00,88.50,95.05,123.04,21.34
Inter Chunk Latency (ms),19.55,13.52,34.79,68996.94,14.11,18.44,19.10,19.36,19.65,19.98,20.23,20.36,21.40,1.22
Inter Token Latency (ms),2.71,1.81,5.24,270.58,1.88,1.94,2.09,2.34,2.53,3.09,3.43,3.82,4.26,0.58
Output Sequence Length (tokens),256.00,256.00,256.00,25600.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),384.52,190.86,552.13,38452.08,235.08,261.83,291.76,323.24,395.32,427.61,478.74,516.64,530.88,72.87
Prefill Throughput Per User (tokens/sec/user),716.35,280.73,1381.93,71634.55,301.35,377.26,438.57,524.63,652.56,926.38,1068.59,1178.65,1345.66,254.20
Reasoning Token Count (tokens),256.00,256.00,256.00,25600.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),773.55,547.71,1421.54,77354.84,551.22,567.48,604.09,679.99,726.87,874.32,958.73,1047.96,1168.12,147.56
Time to First Token (ms),83.58,69.08,110.92,8357.90,69.34,70.38,71.18,82.49,83.97,86.10,88.46,92.39,104.61,6.85
Time to Second Token (ms),14.37,13.52,16.93,1437.14,13.56,13.68,13.77,13.98,14.24,14.53,15.20,15.56,16.35,0.61
Tokens In Flight (tokens),172.13,0.00,383.00,,,,,,170.73,,284.21,302.00,332.75,82.48

Metric,Value
Benchmark Duration (sec),77.49
Input Token Throughput (tokens/sec),76.95
Output Token Throughput (tokens/sec),330.34
Request Count,100.00
Request Throughput (requests/sec),1.29
Total Input Sequence Length (tokens),5963.00
Total Output Sequence Length (tokens),25600.00
Total Reasoning Tokens (tokens),25600.00
Total Token Throughput (tokens/sec),407.29


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
