Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Effective Total Throughput (tokens/sec),2643.73,0.00,3283.23,,,,,,2766.25,,3013.10,3050.21,3283.23,481.74
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,50.50,32.00,87.00,1616.00,32.93,35.55,37.10,40.00,50.00,56.25,65.80,71.40,84.21,12.54
HTTP Chunks Sent,1.00,1.00,1.00,32.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.74,0.00,1.68,23.66,0.00,0.00,0.00,0.00,0.67,1.46,1.53,1.57,1.65,0.74
HTTP Connection Overhead (ms),0.74,0.00,1.68,23.66,0.00,0.00,0.00,0.00,0.67,1.46,1.53,1.57,1.65,0.74
HTTP Connection Reused (ratio),0.50,0.00,1.00,16.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),12.80,8.55,21.23,409.55,8.75,9.29,9.75,10.34,12.66,14.19,16.38,17.67,20.59,2.92
HTTP Data Sent (KB),0.36,0.24,0.59,11.43,0.24,0.25,0.25,0.31,0.35,0.38,0.44,0.53,0.57,0.08
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1763.39,657.57,3155.31,56428.52,714.63,1030.47,1206.81,1349.58,1668.43,2121.63,2448.17,2667.54,3070.75,549.38
HTTP Receiving (ms),1522.12,545.91,2783.96,48707.76,602.72,775.63,949.58,1169.20,1493.18,1824.09,2153.09,2397.74,2699.30,513.45
HTTP Sending (ms),1.03,0.13,2.10,33.00,0.15,0.18,0.19,0.19,0.97,1.82,1.95,2.00,2.07,0.84
HTTP Total Time (ms),1764.13,657.57,3156.75,56452.19,714.63,1031.26,1206.81,1349.58,1668.43,2122.71,2449.66,2669.07,3072.27,549.73
HTTP Waiting (TTFB) (ms),240.24,111.11,369.81,7687.77,111.24,111.66,112.23,119.72,153.92,369.59,369.70,369.74,369.80,122.01
Input Sequence Length (tokens),60.41,28.00,113.00,1933.00,28.62,33.85,41.00,50.75,59.00,67.50,70.90,100.50,110.83,18.55
Inter Chunk Latency (ms),30.75,4.90,211.48,48707.01,5.59,17.87,25.10,25.86,26.50,27.39,59.90,62.23,66.03,14.11
Inter Token Latency (ms),5.97,2.14,10.92,191.01,2.36,3.04,3.72,4.59,5.86,7.15,8.44,9.40,10.59,2.01
Output Sequence Length (tokens),256.00,256.00,256.00,8192.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),190.61,91.60,467.12,6099.38,94.69,106.54,118.44,139.87,170.93,218.15,268.74,329.76,430.72,77.09
Prefill Throughput Per User (tokens/sec/user),318.78,75.27,598.10,10201.09,82.77,106.89,146.66,174.88,315.65,445.44,575.40,589.16,597.44,158.22
Reasoning Token Count (tokens),256.00,256.00,256.00,8192.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),1763.52,657.64,3155.48,56432.78,714.70,1030.60,1206.88,1349.67,1668.49,2121.80,2448.36,2667.74,3070.94,549.40
Time to First Token (ms),241.43,111.38,371.99,7725.77,111.50,111.90,112.55,120.00,155.10,371.61,371.82,371.96,371.99,122.88
Time to Second Token (ms),40.06,25.07,211.48,1281.80,25.13,25.31,26.09,26.54,26.63,35.20,63.67,64.58,166.25,34.15
Tokens In Flight (tokens),2528.49,0.00,3739.59,,,,,,2735.66,,3464.50,3488.35,3639.76,876.72

Metric,Value
Benchmark Duration (sec),3.82
Input Token Throughput (tokens/sec),506.32
Output Token Throughput (tokens/sec),2145.78
Request Count,32.00
Request Throughput (requests/sec),8.38
Total Input Sequence Length (tokens),1933.00
Total Output Sequence Length (tokens),8192.00
Total Reasoning Tokens (tokens),8192.00
Total Token Throughput (tokens/sec),2652.11
