Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Output Sequence Length (tokens),256.00,256.00,256.00,8192.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Count (tokens),256.00,256.00,256.00,8192.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),315.37,183.87,445.86,10091.82,193.47,221.51,245.54,283.49,309.13,355.63,389.11,414.06,440.77,59.37
Prefill Throughput Per User (tokens/sec/user),44.67,7.05,379.58,1429.28,7.63,8.98,9.37,13.32,15.76,24.58,78.45,232.22,346.88,81.45
Request Latency (ms),4077.89,1014.77,5561.99,130492.37,1014.87,1128.23,1817.24,2946.04,4795.97,5161.51,5384.44,5479.82,5542.07,1449.00
Time to First Output Token (ms),3238.03,240.79,4678.32,103617.11,258.43,297.88,1102.11,2200.97,3967.04,4293.87,4564.94,4589.92,4651.21,1421.90
Time to First Token (ms),3238.03,240.79,4678.32,103617.11,258.43,297.88,1102.11,2200.97,3967.04,4293.87,4564.94,4589.92,4651.21,1421.90
Time to Second Token (ms),18.92,2.58,62.36,605.45,2.64,9.26,16.15,16.55,17.22,17.69,17.85,36.98,61.70,11.50
Tokens In Flight (tokens),1088.93,0.00,1760.55,,,,,,1156.65,,1408.32,1485.39,1667.83,298.35

Metric,Value
Benchmark Duration (sec),10.15
Input Token Throughput (tokens/sec),190.37
Output Token Throughput (tokens/sec),806.78
Request Count,32.00
Request Throughput (requests/sec),3.15
Total Input Sequence Length (tokens),1933.00
Total Output Sequence Length (tokens),8192.00
Total Output Tokens (tokens),8192.00
Total Token Throughput (tokens/sec),997.15
